num_repetitions,20
data,musk
n_pca_components,20
n_all_train,4598
n_labelled_values,"[10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40]"
n_unlabelled_values,"[1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000]"
n_test_set,1000
n_val_set,1000
n_labelled,"[10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40, 10, 20, 30, 40]"
n_unlabelled,"[1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000, 1000, 2000, 3000, 4000]"
sl_acc,"[0.909, 0.909, 0.91, 0.911, 0.908, 0.909, 0.909, 0.909, 0.912, 0.912, 0.91, 0.911, 0.911, 0.911, 0.913, 0.915, 0.912, 0.91, 0.912, 0.911, 0.854, 0.912, 0.913, 0.913, 0.91, 0.911, 0.855, 0.911, 0.854, 0.854, 0.914, 0.91, 0.907, 0.912, 0.912, 0.913, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.911, 0.912, 0.91, 0.913, 0.912, 0.909, 0.909, 0.91, 0.907, 0.908, 0.908, 0.908, 0.909, 0.909, 0.913, 0.908, 0.913, 0.908, 0.908, 0.914, 0.913, 0.908, 0.855, 0.855, 0.911, 0.912, 0.909, 0.908, 0.908, 0.912, 0.912, 0.916, 0.916, 0.909, 0.912, 0.912, 0.907]"
ssl_acc,"[0.897, 0.899, 0.909, 0.909, 0.905, 0.898, 0.898, 0.908, 0.896, 0.896, 0.897, 0.897, 0.9, 0.9, 0.907, 0.907, 0.9, 0.904, 0.906, 0.906, 0.845, 0.899, 0.905, 0.905, 0.905, 0.91, 0.877, 0.907, 0.845, 0.845, 0.9, 0.905, 0.899, 0.904, 0.905, 0.909, 0.904, 0.897, 0.897, 0.895, 0.899, 0.899, 0.899, 0.897, 0.909, 0.898, 0.899, 0.907, 0.897, 0.897, 0.905, 0.904, 0.897, 0.898, 0.897, 0.898, 0.899, 0.905, 0.9, 0.906, 0.898, 0.899, 0.908, 0.906, 0.897, 0.845, 0.845, 0.899, 0.898, 0.903, 0.905, 0.905, 0.908, 0.904, 0.904, 0.911, 0.898, 0.898, 0.899, 0.904]"
